OrderID,OrderDate,ShipmentDate,CustomerName,Category,Region,Channel,Quantity,UnitPrice,DiscountApplied,SalesAmount
1380,2023-09-27,2023-10-07,Customer_54,Food,East,Wholesale,16,348.8,False,5580.8
1803,2022-05-08,2022-05-13,Customer_102,Electronics,North,Online,5,355.7,True,1600.65
1948,2022-04-29,2022-05-03,Customer_16,Furniture,East,Wholesale,13,202.76,True,2372.2920000000004
11,2022-12-10,2022-12-13,Customer_142,Food,North,Online,18,237.37,False,4272.66
1491,2024-06-04,2024-06-06,Customer_317,Clothing,West,Retail,5,463.72,True,2086.7400000000002
662,2023-12-27,2023-12-28,Customer_378,Food,North,Retail,11,175.56,True,1738.044
972,2024-03-15,2024-03-23,Customer_144,Food,North,Online,9,29.76,True,241.05600000000004
90,2022-07-20,2022-07-22,Customer_222,Electronics,West,Online,8,190.87,True,1374.2640000000001
1749,2023-05-24,2023-05-27,Customer_453,Clothing,North,Retail,13,167.61,True,1961.0370000000003
881,2024-07-27,2024-08-04,Customer_337,Electronics,North,Wholesale,10,69.58,False,695.8
1547,2024-12-12,2024-12-17,Customer_273,Furniture,North,Online,16,329.04,True,4738.176
1451,2024-05-16,2024-05-17,Customer_20,Electronics,North,Online,18,204.77,True,3317.2740000000003
739,2023-06-16,2023-06-20,Customer_20,Furniture,South,Retail,1,137.02,False,137.02
1456,2024-07-28,2024-08-03,Customer_435,Food,East,Retail,18,264.22,True,4280.364000000001
1688,2023-09-13,2023-09-17,Customer_29,Food,North,Wholesale,16,312.71,False,5003.36
634,2023-11-13,2023-11-18,Customer_237,Electronics,South,Retail,9,278.95,False,2510.5499999999997
860,2024-09-09,2024-09-15,Customer_424,Food,East,Online,14,193.22,True,2434.572
880,2023-10-02,2023-10-05,Customer_452,Clothing,West,Online,7,101.11,True,636.993
1266,2024-06-04,2024-06-07,Customer_334,Electronics,East,Retail,4,350.67,False,1402.68
5,2023-04-12,2023-04-18,Customer_214,Electronics,West,Wholesale,10,274.54,True,2470.86
419,2024-11-08,2024-11-15,Customer_107,Food,South,Online,19,268.3,True,4587.93
480,2023-05-20,2023-05-25,Customer_58,Electronics,West,Wholesale,19,281.32,True,4810.572
420,2022-06-26,2022-06-28,Customer_232,Furniture,South,Online,2,50.47,True,90.846
1291,2023-02-01,2023-02-09,Customer_164,Electronics,East,Online,6,207.2,True,1118.8799999999999
750,2024-06-20,2024-06-28,Customer_462,Food,North,Retail,17,10.82,True,165.546
1479,2022-10-14,2022-10-20,Customer_65,Electronics,West,Online,16,153.44,True,2209.536
1387,2022-09-08,2022-09-14,Customer_99,Clothing,West,Wholesale,18,418.05,False,7524.900000000001
1949,2022-07-09,2022-07-16,Customer_28,Furniture,West,Online,16,493.05,False,7888.8
1918,2023-02-12,2023-02-21,Customer_275,Clothing,East,Online,6,267.39,True,1443.906
788,2022-05-23,2022-05-27,Customer_128,Furniture,North,Online,5,340.21,True,1530.945
1328,2024-01-04,2024-01-10,Customer_44,Food,West,Online,8,131.44,False,1051.52
37,2023-08-24,2023-08-28,Customer_230,Clothing,South,Wholesale,16,177.24,True,2552.2560000000003
1419,2024-07-12,2024-07-20,Customer_260,Furniture,West,Retail,10,376.32,True,3386.88
116,2023-07-18,2023-07-22,Customer_358,Food,South,Online,16,40.39,False,646.24
1893,2022-01-29,2022-02-04,Customer_461,Clothing,North,Online,16,164.79,False,2636.64
428,2024-04-30,2024-05-04,Customer_273,Clothing,East,Online,1,6.55,False,6.55
1357,2024-12-05,2024-12-11,Customer_291,Food,North,Retail,1,58.53,True,52.677
710,2022-12-16,2022-12-19,Customer_429,Furniture,North,Retail,16,393.11,True,5660.784000000001
574,2024-02-10,2024-02-18,Customer_149,Food,South,Retail,10,489.35,True,4404.150000000001
1498,2022-11-30,2022-12-10,Customer_140,Furniture,East,Retail,15,160.82,True,2171.0699999999997
183,2022-09-20,2022-09-30,Customer_112,Clothing,East,Retail,17,194.64,True,2977.9919999999997
1129,2023-11-28,2023-12-08,Customer_322,Food,East,Online,12,185.19,False,2222.2799999999997
642,2023-06-30,2023-07-05,Customer_449,Furniture,East,Wholesale,6,262.04,False,1572.2400000000002
1940,2024-08-19,2024-08-25,Customer_168,Furniture,North,Wholesale,4,416.66,True,1499.976
674,2024-07-07,2024-07-11,Customer_52,Clothing,South,Retail,13,365.16,True,4272.372
1584,2022-03-26,2022-04-04,Customer_475,Electronics,West,Retail,14,325.1,True,4096.26
1748,2024-01-08,2024-01-09,Customer_416,Electronics,East,Wholesale,13,451.36,True,5280.912
549,2023-06-02,2023-06-06,Customer_460,Electronics,North,Retail,7,264.84,False,1853.8799999999999
1801,2023-06-21,2023-06-30,Customer_15,Furniture,South,Online,1,477.36,True,429.624
1900,2024-03-12,2024-03-18,Customer_35,Electronics,South,Retail,2,297.18,False,594.36
1128,2024-01-18,2024-01-20,Customer_288,Clothing,South,Online,7,187.31,False,1311.17
887,2023-12-11,2023-12-16,Customer_454,Clothing,West,Wholesale,16,324.97,True,4679.568
482,2024-07-17,2024-07-22,Customer_308,Furniture,South,Wholesale,12,150.23,True,1622.484
1779,2024-05-08,2024-05-09,Customer_67,Electronics,East,Online,17,440.46,True,6739.038
322,2022-04-30,2022-05-08,Customer_426,Furniture,North,Online,2,270.63,False,541.26
772,2023-12-26,2024-01-02,Customer_44,Food,East,Retail,12,415.94,True,4492.152
347,2022-04-04,2022-04-06,Customer_111,Electronics,North,Wholesale,3,32.59,True,87.99300000000001
1297,2024-08-31,2024-09-10,Customer_480,Electronics,East,Wholesale,13,38.06,True,445.302
222,2024-08-12,2024-08-22,Customer_219,Clothing,South,Wholesale,3,106.22,False,318.65999999999997
1917,2022-02-12,2022-02-18,Customer_440,Food,East,Online,14,471.24,False,6597.360000000001
55,2023-12-31,2024-01-10,Customer_128,Clothing,South,Online,19,417.23,False,7927.370000000001
1384,2023-07-07,2023-07-09,Customer_54,Furniture,West,Wholesale,8,44.55,True,320.76
1522,2023-03-03,2023-03-06,Customer_122,Clothing,East,Retail,12,237.24,False,2846.88
1364,2022-01-02,2022-01-07,Customer_278,Furniture,North,Retail,13,187.47,True,2193.3990000000003
565,2023-05-03,2023-05-11,Customer_183,Furniture,East,Online,5,468.49,False,2342.45
1881,2023-07-08,2023-07-10,Customer_118,Food,South,Online,17,26.98,True,412.79400000000004
490,2022-03-21,2022-03-22,Customer_494,Electronics,West,Online,3,429.54,False,1288.6200000000001
645,2022-02-16,2022-02-20,Customer_307,Food,East,Retail,6,444.9,True,2402.4599999999996
383,2024-01-24,2024-01-27,Customer_201,Furniture,West,Wholesale,19,96.1,False,1825.8999999999999
720,2022-01-06,2022-01-10,Customer_283,Food,South,Online,5,275.08,True,1237.86
694,2022-08-16,2022-08-24,Customer_166,Clothing,West,Retail,14,120.93,True,1523.718
1858,2022-03-06,2022-03-11,Customer_480,Clothing,East,Wholesale,1,189.04,False,189.04
1425,2024-06-21,2024-06-29,Customer_171,Clothing,South,Wholesale,7,432.49,True,2724.6870000000004
30,2023-07-17,2023-07-27,Customer_90,Furniture,South,Retail,10,223.22,True,2008.9799999999998
1993,2023-06-18,2023-06-24,Customer_168,Electronics,South,Online,16,139.01,False,2224.16
777,2022-05-12,2022-05-21,Customer_145,Furniture,East,Wholesale,15,463.14,True,6252.389999999999
765,2023-01-11,2023-01-14,Customer_403,Clothing,West,Online,16,195.18,False,3122.88
267,2024-08-19,2024-08-25,Customer_187,Food,West,Online,14,91.94,True,1158.444
1053,2024-11-28,2024-11-29,Customer_326,Electronics,West,Online,5,158.33,True,712.4850000000001
1132,2022-09-23,2022-09-28,Customer_138,Food,West,Retail,5,378.77,False,1893.85
535,2024-12-24,2025-01-03,Customer_448,Clothing,East,Retail,7,461.37,False,3229.59
209,2024-05-27,2024-06-01,Customer_399,Clothing,North,Retail,19,242.95,False,4616.05
597,2023-03-23,2023-03-28,Customer_389,Electronics,North,Wholesale,14,490.8,False,6871.2
1041,2022-12-31,2023-01-09,Customer_436,Clothing,East,Wholesale,3,476.77,False,1430.31
471,2024-12-17,2024-12-23,Customer_293,Electronics,East,Wholesale,7,245.25,True,1545.075
127,2023-07-11,2023-07-12,Customer_296,Food,South,Online,15,57.33,True,773.9549999999999
1609,2023-12-16,2023-12-20,Customer_292,Electronics,West,Online,3,286.91,False,860.73
94,2024-12-07,2024-12-10,Customer_231,Clothing,South,Wholesale,8,202.26,False,1618.08
1284,2024-05-28,2024-06-06,Customer_445,Furniture,North,Wholesale,12,175.5,False,2106.0
1366,2024-03-11,2024-03-12,Customer_429,Clothing,North,Retail,9,312.97,True,2535.0570000000007
1743,2023-04-01,2023-04-07,Customer_433,Electronics,West,Wholesale,4,183.74,True,661.464
607,2024-06-18,2024-06-20,Customer_18,Furniture,North,Retail,5,353.69,False,1768.45
1730,2023-10-19,2023-10-29,Customer_185,Furniture,South,Retail,15,257.56,True,3477.06
1232,2023-03-02,2023-03-03,Customer_76,Clothing,South,Online,14,245.77,True,3096.702
882,2024-08-12,2024-08-19,Customer_297,Clothing,North,Wholesale,4,487.92,True,1756.5120000000002
210,2022-12-04,2022-12-12,Customer_106,Furniture,East,Wholesale,5,251.93,False,1259.65
1305,2022-03-25,2022-04-02,Customer_104,Food,East,Wholesale,17,323.96,False,5507.32
1892,2023-07-26,2023-08-02,Customer_495,Furniture,West,Wholesale,2,345.55,False,691.1
1942,2024-08-03,2024-08-06,Customer_294,Food,West,Online,17,210.24,True,3216.672
1973,2022-04-23,2022-04-25,Customer_407,Food,North,Retail,17,160.67,False,2731.39
258,2024-09-07,2024-09-10,Customer_270,Electronics,East,Retail,6,474.0,False,2844.0
1403,2024-11-01,2024-11-02,Customer_29,Food,West,Online,19,421.87,False,8015.53
1494,2022-11-01,2022-11-06,Customer_396,Food,West,Wholesale,19,284.22,True,4860.162
1904,2024-08-02,2024-08-07,Customer_238,Furniture,West,Online,2,202.33,False,404.66
25,2024-09-02,2024-09-10,Customer_222,Electronics,East,Wholesale,18,43.75,True,708.75
101,2024-08-18,2024-08-21,Customer_298,Clothing,East,Online,16,407.85,False,6525.6
749,2022-09-16,2022-09-18,Customer_14,Clothing,North,Wholesale,15,467.93,False,7018.95
484,2022-05-14,2022-05-15,Customer_288,Electronics,West,Wholesale,2,408.83,True,735.894
142,2023-07-18,2023-07-23,Customer_138,Electronics,East,Wholesale,11,267.72,True,2650.4280000000003
1124,2024-08-15,2024-08-23,Customer_415,Food,South,Wholesale,14,264.72,False,3706.0800000000004
727,2023-05-19,2023-05-24,Customer_6,Clothing,North,Wholesale,8,430.95,False,3447.6
1160,2024-06-03,2024-06-11,Customer_459,Clothing,West,Wholesale,7,73.9,False,517.3000000000001
1063,2024-08-14,2024-08-16,Customer_356,Furniture,North,Wholesale,3,464.62,True,1254.4740000000002
1521,2023-05-10,2023-05-14,Customer_366,Food,East,Wholesale,16,78.95,True,1136.88
970,2023-01-31,2023-02-05,Customer_187,Clothing,North,Online,4,220.54,True,793.944
558,2023-04-02,2023-04-11,Customer_434,Clothing,South,Retail,10,118.83,True,1069.47
1350,2024-03-11,2024-03-18,Customer_190,Electronics,West,Retail,16,280.62,True,4040.9280000000003
817,2022-08-16,2022-08-18,Customer_487,Electronics,South,Online,7,478.03,False,3346.21
416,2023-12-30,2024-01-02,Customer_190,Electronics,North,Wholesale,11,435.6,True,4312.4400000000005
1274,2022-10-12,2022-10-16,Customer_332,Clothing,South,Online,1,105.22,False,105.22
997,2024-04-17,2024-04-19,Customer_375,Food,East,Wholesale,19,370.87,True,6341.8769999999995
284,2023-05-27,2023-06-06,Customer_422,Food,South,Online,12,14.91,True,161.02800000000002
1448,2023-06-14,2023-06-16,Customer_77,Clothing,West,Online,10,45.02,True,405.18000000000006
879,2022-12-13,2022-12-20,Customer_447,Food,South,Retail,11,447.25,True,4427.775000000001
1242,2024-05-15,2024-05-25,Customer_66,Clothing,East,Retail,15,434.53,True,5866.155
768,2024-07-06,2024-07-12,Customer_163,Furniture,North,Retail,1,48.87,True,43.983
1908,2023-04-12,2023-04-13,Customer_428,Furniture,South,Wholesale,11,53.89,True,533.511
1471,2024-04-17,2024-04-21,Customer_448,Furniture,South,Wholesale,9,469.08,False,4221.72
1426,2024-05-11,2024-05-14,Customer_141,Food,East,Online,18,188.9,False,3400.2000000000003
1102,2024-07-24,2024-08-01,Customer_278,Clothing,North,Wholesale,4,436.24,False,1744.96
1234,2022-12-29,2023-01-02,Customer_201,Electronics,West,Retail,11,101.61,True,1005.9390000000001
541,2024-04-06,2024-04-09,Customer_5,Food,North,Retail,19,119.91,True,2050.4610000000002
615,2022-07-24,2022-07-30,Customer_451,Clothing,East,Retail,17,15.15,False,257.55
1906,2024-08-13,2024-08-14,Customer_374,Clothing,West,Retail,18,211.27,False,3802.86
661,2022-02-25,2022-03-01,Customer_220,Furniture,South,Wholesale,10,212.13,True,1909.1700000000003
1787,2022-04-05,2022-04-13,Customer_85,Furniture,East,Wholesale,3,279.15,False,837.4499999999999
1406,2022-05-02,2022-05-05,Customer_161,Electronics,West,Wholesale,13,327.4,True,3830.58
590,2024-02-03,2024-02-05,Customer_463,Clothing,South,Wholesale,18,194.5,False,3501.0
1784,2022-09-10,2022-09-19,Customer_175,Clothing,East,Online,2,355.02,True,639.036
3,2024-11-10,2024-11-17,Customer_460,Electronics,West,Wholesale,5,147.66,True,664.47
874,2023-06-21,2023-06-23,Customer_139,Food,North,Retail,10,389.55,True,3505.9500000000003
1975,2022-05-02,2022-05-08,Customer_158,Furniture,West,Wholesale,7,303.69,False,2125.83
1938,2024-07-09,2024-07-14,Customer_127,Food,West,Online,1,224.74,False,224.74
378,2024-12-02,2024-12-11,Customer_337,Clothing,East,Online,7,468.39,True,2950.857
1626,2023-10-06,2023-10-07,Customer_31,Food,East,Retail,6,147.63,True,797.202
927,2022-02-24,2022-03-05,Customer_368,Food,North,Retail,15,322.68,False,4840.2
641,2024-12-05,2024-12-11,Customer_2,Food,North,Wholesale,9,393.04,False,3537.36
978,2023-08-16,2023-08-20,Customer_239,Food,East,Wholesale,1,126.17,True,113.553
1060,2022-10-02,2022-10-07,Customer_146,Clothing,West,Online,12,354.03,True,3823.524
1909,2023-08-04,2023-08-09,Customer_216,Furniture,East,Retail,11,210.88,True,2087.712
1663,2023-08-04,2023-08-05,Customer_200,Electronics,North,Retail,10,245.48,True,2209.3199999999997
1264,2024-07-06,2024-07-16,Customer_394,Clothing,West,Online,15,300.69,True,4059.3150000000005
319,2023-01-05,2023-01-06,Customer_13,Clothing,West,Retail,11,249.52,False,2744.7200000000003
1064,2024-11-06,2024-11-11,Customer_30,Furniture,South,Retail,10,297.2,False,2972.0
1930,2023-03-18,2023-03-24,Customer_180,Electronics,West,Retail,8,256.35,False,2050.8
1819,2022-12-11,2022-12-13,Customer_473,Furniture,South,Wholesale,16,472.87,True,6809.328
1998,2023-04-08,2023-04-15,Customer_432,Electronics,West,Online,14,173.75,False,2432.5
1726,2023-09-25,2023-10-01,Customer_383,Clothing,East,Wholesale,4,306.8,True,1104.48
561,2023-11-16,2023-11-21,Customer_471,Furniture,North,Online,10,342.2,True,3079.8
594,2024-03-08,2024-03-09,Customer_472,Furniture,West,Online,7,88.23,False,617.61
1373,2022-05-02,2022-05-10,Customer_212,Food,East,Wholesale,12,54.61,True,589.788
546,2023-01-20,2023-01-21,Customer_113,Clothing,East,Retail,2,232.8,False,465.6
1315,2024-09-11,2024-09-16,Customer_493,Clothing,South,Wholesale,6,249.55,False,1497.3000000000002
1873,2022-11-04,2022-11-14,Customer_432,Clothing,South,Wholesale,16,117.76,True,1695.7440000000001
1440,2024-05-15,2024-05-22,Customer_200,Furniture,West,Wholesale,2,341.68,False,683.36
1228,2024-04-05,2024-04-08,Customer_322,Clothing,North,Online,14,307.2,False,4300.8
1,2024-05-10,2024-05-12,Customer_143,Clothing,North,Online,1,48.82,False,48.82
436,2023-07-23,2023-07-29,Customer_56,Electronics,West,Retail,1,31.68,False,31.68
604,2022-03-22,2022-03-25,Customer_471,Clothing,North,Online,7,87.97,False,615.79
537,2022-08-12,2022-08-21,Customer_10,Clothing,East,Wholesale,9,116.32,False,1046.8799999999999
445,2023-10-20,2023-10-27,Customer_310,Clothing,South,Retail,7,258.65,False,1810.5499999999997
867,2024-08-26,2024-08-28,Customer_6,Furniture,North,Retail,17,254.1,False,4319.7
1282,2024-06-25,2024-06-28,Customer_127,Clothing,North,Retail,14,9.36,False,131.04
1443,2024-07-20,2024-07-23,Customer_240,Furniture,North,Wholesale,9,115.15,True,932.7150000000001
569,2022-06-03,2022-06-10,Customer_89,Food,North,Wholesale,2,491.56,True,884.808
1230,2024-11-20,2024-11-27,Customer_424,Food,West,Online,7,108.92,True,686.196
886,2022-01-25,2022-02-01,Customer_214,Electronics,West,Retail,9,273.13,False,2458.17
1303,2022-10-30,2022-11-06,Customer_452,Food,West,Retail,6,389.31,True,2102.2740000000003
1476,2023-04-05,2023-04-12,Customer_369,Clothing,South,Wholesale,19,298.13,True,5098.023
377,2023-11-22,2023-12-02,Customer_55,Furniture,South,Online,11,185.9,True,1840.41
13,2023-01-21,2023-01-28,Customer_404,Electronics,East,Wholesale,3,267.07,False,801.21
1360,2023-11-04,2023-11-08,Customer_285,Furniture,South,Wholesale,4,484.92,True,1745.712
603,2024-01-29,2024-02-08,Customer_303,Furniture,South,Online,8,163.21,True,1175.112
299,2024-04-17,2024-04-25,Customer_177,Food,West,Wholesale,12,282.14,False,3385.68
1671,2023-02-23,2023-02-26,Customer_357,Electronics,South,Retail,11,302.11,True,2990.889
801,2024-11-04,2024-11-08,Customer_388,Electronics,West,Online,1,454.48,False,454.48
1636,2024-08-09,2024-08-19,Customer_489,Furniture,South,Retail,14,471.28,True,5938.128000000001
152,2023-12-31,2024-01-03,Customer_282,Clothing,South,Retail,6,101.81,False,610.86
1407,2024-01-20,2024-01-28,Customer_131,Food,East,Retail,14,105.22,False,1473.08
610,2024-02-24,2024-02-26,Customer_227,Clothing,South,Retail,10,89.99,True,809.91
390,2024-08-27,2024-09-04,Customer_384,Food,South,Online,5,54.62,True,245.78999999999996
1621,2022-10-18,2022-10-27,Customer_16,Food,East,Retail,1,418.59,True,376.731
1512,2023-11-22,2023-11-28,Customer_54,Electronics,North,Retail,5,465.98,True,2096.9100000000003
1513,2024-11-01,2024-11-07,Customer_441,Furniture,West,Online,13,201.95,False,2625.35
1466,2023-01-16,2023-01-19,Customer_11,Food,East,Online,6,473.55,False,2841.3
924,2024-08-04,2024-08-06,Customer_482,Electronics,South,Online,17,419.68,False,7134.56
1756,2024-01-31,2024-02-02,Customer_330,Clothing,West,Retail,6,154.8,False,928.8000000000001
1697,2024-09-25,2024-10-04,Customer_373,Furniture,West,Online,14,305.2,True,3845.5200000000004
190,2024-06-15,2024-06-21,Customer_223,Furniture,South,Wholesale,2,278.25,True,500.85
481,2024-04-03,2024-04-07,Customer_269,Clothing,North,Retail,15,165.78,False,2486.7
995,2024-03-15,2024-03-20,Customer_191,Furniture,East,Retail,6,23.44,True,126.57600000000002
61,2023-04-01,2023-04-07,Customer_318,Food,North,Online,9,312.31,False,2810.79
943,2024-10-03,2024-10-12,Customer_48,Clothing,South,Retail,15,240.61,True,3248.235
985,2023-06-10,2023-06-16,Customer_487,Furniture,West,Retail,14,127.01,False,1778.14
1869,2023-05-12,2023-05-20,Customer_392,Clothing,South,Wholesale,5,459.17,False,2295.85
430,2024-06-03,2024-06-12,Customer_416,Food,West,Retail,18,58.76,False,1057.68
1192,2024-08-12,2024-08-18,Customer_386,Electronics,East,Wholesale,11,241.56,False,2657.16
126,2023-11-13,2023-11-16,Customer_126,Electronics,West,Online,12,349.2,True,3771.3599999999997
1602,2022-01-21,2022-01-22,Customer_457,Clothing,East,Online,5,268.5,False,1342.5
1509,2024-12-18,2024-12-20,Customer_89,Food,West,Wholesale,13,438.11,False,5695.43
913,2023-03-05,2023-03-10,Customer_83,Furniture,South,Retail,3,212.04,True,572.508
1573,2022-11-01,2022-11-04,Customer_210,Food,North,Wholesale,10,70.01,True,630.09
1474,2022-03-07,2022-03-13,Customer_372,Clothing,South,Online,5,286.82,False,1434.1
1627,2022-03-31,2022-04-06,Customer_260,Electronics,North,Retail,12,165.37,True,1785.996
795,2022-04-14,2022-04-16,Customer_296,Furniture,North,Wholesale,8,456.06,False,3648.48
1490,2023-07-30,2023-07-31,Customer_359,Furniture,South,Retail,13,182.93,True,2140.2810000000004
1436,2022-06-01,2022-06-04,Customer_342,Electronics,South,Retail,10,332.53,False,3325.2999999999997
1336,2023-05-16,2023-05-21,Customer_256,Clothing,East,Online,7,238.33,True,1501.4790000000003
1907,2024-05-05,2024-05-13,Customer_45,Clothing,East,Wholesale,7,41.02,True,258.42600000000004
714,2022-08-31,2022-09-02,Customer_14,Electronics,East,Wholesale,14,50.17,False,702.38
1289,2024-01-08,2024-01-09,Customer_417,Food,South,Online,8,90.82,True,653.904
1314,2023-03-06,2023-03-12,Customer_337,Furniture,South,Online,6,217.72,False,1306.32
58,2024-09-22,2024-09-26,Customer_439,Electronics,East,Wholesale,7,269.34,True,1696.8419999999999
1190,2023-06-05,2023-06-13,Customer_305,Clothing,South,Retail,10,405.69,False,4056.9
417,2023-02-01,2023-02-02,Customer_268,Clothing,South,Online,14,304.45,True,3836.07
370,2023-05-12,2023-05-17,Customer_338,Clothing,North,Retail,2,49.02,True,88.236
1649,2023-08-07,2023-08-13,Customer_181,Furniture,North,Retail,9,416.86,True,3376.5660000000003
1339,2023-08-07,2023-08-16,Customer_335,Furniture,South,Retail,4,68.76,True,247.53600000000003
1016,2024-07-10,2024-07-15,Customer_208,Food,South,Wholesale,17,341.06,False,5798.02
926,2024-07-13,2024-07-14,Customer_248,Clothing,West,Online,3,46.05,True,124.33499999999998
270,2024-02-24,2024-02-29,Customer_422,Clothing,West,Wholesale,8,235.1,False,1880.8
1874,2022-07-02,2022-07-03,Customer_487,Electronics,West,Online,19,103.68,True,1772.928
1554,2024-02-20,2024-02-21,Customer_79,Electronics,South,Online,18,360.23,False,6484.14
104,2024-10-25,2024-10-26,Customer_403,Electronics,West,Wholesale,6,369.93,False,2219.58
1548,2024-12-28,2025-01-05,Customer_451,Furniture,South,Online,18,402.13,False,7238.34
532,2024-10-25,2024-11-04,Customer_73,Clothing,West,Retail,7,149.3,False,1045.1000000000001
1576,2022-04-12,2022-04-21,Customer_330,Furniture,North,Retail,17,168.12,False,2858.04
1806,2024-04-25,2024-04-27,Customer_278,Food,North,Wholesale,2,256.89,True,462.402
1173,2023-02-23,2023-03-01,Customer_108,Electronics,West,Wholesale,7,98.16,True,618.408
151,2024-12-12,2024-12-14,Customer_101,Electronics,North,Retail,11,472.75,False,5200.25
43,2024-06-16,2024-06-17,Customer_456,Furniture,North,Wholesale,3,237.77,False,713.3100000000001
499,2024-01-06,2024-01-09,Customer_385,Food,North,Wholesale,3,240.93,True,650.511
1941,2023-04-08,2023-04-13,Customer_80,Furniture,West,Online,4,448.53,True,1614.7079999999999
1686,2023-07-08,2023-07-15,Customer_332,Clothing,West,Retail,11,80.96,False,890.56
904,2022-11-23,2022-12-03,Customer_270,Electronics,North,Wholesale,4,81.22,True,292.392
1872,2023-12-04,2023-12-06,Customer_280,Food,North,Retail,4,236.15,False,944.6
1855,2023-10-23,2023-10-24,Customer_111,Electronics,North,Wholesale,19,385.75,False,7329.25
1435,2024-08-13,2024-08-19,Customer_365,Furniture,South,Wholesale,12,313.05,False,3756.6000000000004
439,2024-12-01,2024-12-04,Customer_434,Clothing,North,Retail,15,148.23,True,2001.1049999999998
1130,2022-09-29,2022-09-30,Customer_187,Electronics,North,Retail,6,479.92,True,2591.568
1668,2023-10-23,2023-10-26,Customer_402,Electronics,East,Online,4,348.27,True,1253.772
1322,2024-08-17,2024-08-22,Customer_15,Furniture,West,Online,2,462.75,False,925.5
1118,2023-02-18,2023-02-26,Customer_159,Food,North,Wholesale,7,451.87,True,2846.7810000000004
1597,2023-05-13,2023-05-15,Customer_260,Food,North,Wholesale,5,384.48,True,1730.16
1362,2024-07-24,2024-08-02,Customer_409,Food,West,Wholesale,7,377.98,True,2381.2740000000003
